respondent_id,wording_arm,question_wording,age_band,gender,digital_confidence_z,likelihood_1_5,item_missing,survey_completed,completion_seconds
R1263,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.022,2.0,0,0,182
R1264,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.932,5.0,0,1,214
R1265,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.407,2.0,0,1,188
R1266,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.504,2.0,0,1,218
R1267,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.363,2.0,0,1,152
R1268,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,1.871,4.0,0,1,166
R1269,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.28,3.0,0,1,187
R1270,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.384,5.0,0,1,412
R1271,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.746,2.0,0,1,127
R1272,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.848,4.0,0,1,227
R1273,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-2.024,2.0,0,1,227
R1274,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.98,2.0,0,1,591
R1275,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.487,3.0,0,1,202
R1276,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,1.299,,1,1,140
R1277,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-1.481,3.0,0,1,176
R1278,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.457,3.0,0,1,146
R1279,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.758,3.0,0,1,185
R1280,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.387,5.0,0,1,208
R1281,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.52,2.0,0,1,131
R1282,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.389,4.0,0,1,214
R1283,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.502,3.0,0,1,393
R1284,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.126,3.0,0,1,130
R1285,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.562,3.0,0,1,315
R1286,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.133,4.0,0,1,276
R1287,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.83,3.0,0,1,260
R1288,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.85,4.0,0,1,213
R1289,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,2.022,3.0,0,1,222
R1290,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.568,3.0,0,1,153
R1291,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.865,5.0,0,1,254
R1292,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.583,4.0,0,0,224
R1293,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.145,4.0,0,1,230
R1294,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.382,5.0,0,1,263
R1295,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-2.25,3.0,0,1,301
R1296,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.427,4.0,0,1,211
R1297,Neutral,How likely are you to use the council's new online services?,55+,Man,1.533,1.0,0,1,122
R1298,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.722,3.0,0,1,159
R1299,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.515,4.0,0,1,359
R1300,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.344,4.0,0,1,228
R1301,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.079,4.0,0,1,280
R1302,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.024,4.0,0,1,250
R1303,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.445,3.0,0,1,166
R1304,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.581,3.0,0,1,290
R1305,Neutral,How likely are you to use the council's new online services?,55+,Woman,1.175,4.0,0,1,81
R1306,Neutral,How likely are you to use the council's new online services?,55+,Man,0.782,4.0,0,1,164
R1307,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.633,2.0,0,1,173
R1308,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.714,1.0,0,1,147
R1309,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,2.06,4.0,0,1,221
R1310,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.002,4.0,0,1,217
R1311,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.825,4.0,0,1,140
R1312,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.116,3.0,0,1,155
R1313,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.762,2.0,0,1,154
R1314,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.136,3.0,0,1,192
R1315,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,1.202,5.0,0,1,221
R1316,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.24,5.0,0,1,272
R1317,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.304,3.0,0,1,163
R1318,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.351,3.0,0,1,192
R1319,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.167,5.0,0,1,250
R1320,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.019,4.0,0,1,111
R1321,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-2.109,2.0,0,1,198
R1322,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.281,3.0,0,1,276
R1323,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.883,5.0,0,1,206
R1324,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.754,3.0,0,1,239
R1325,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-1.358,3.0,0,1,247
R1326,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-2.3,3.0,0,1,127
R1327,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.637,3.0,0,1,125
R1328,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.92,3.0,0,1,345
R1329,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.845,4.0,0,1,301
R1330,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.544,3.0,0,1,119
R1331,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,1.892,3.0,0,1,197
R1332,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.092,3.0,0,1,141
R1333,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,1.176,4.0,0,1,315
R1334,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.553,3.0,0,1,298
R1335,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.206,3.0,0,1,389
R1336,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.246,3.0,0,1,175
R1337,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.055,4.0,0,1,209
R1338,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.183,4.0,0,1,131
R1339,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-1.169,2.0,0,1,216
R1340,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.278,3.0,0,1,415
R1341,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.517,5.0,0,1,178
R1342,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.334,4.0,0,1,252
R1343,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.182,,1,0,314
R1344,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.369,4.0,0,1,171
R1345,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-2.073,2.0,0,1,266
R1346,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-1.063,3.0,0,1,308
R1347,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.882,3.0,0,1,240
R1348,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.237,2.0,0,1,197
R1349,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.176,4.0,0,1,154
R1350,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.316,3.0,0,0,288
R1351,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.582,3.0,0,1,242
R1352,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.711,3.0,0,1,155
R1353,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.157,3.0,0,1,235
R1354,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-1.073,2.0,0,1,178
R1355,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,1.698,5.0,0,0,105
R1356,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.519,3.0,0,1,158
R1357,Neutral,How likely are you to use the council's new online services?,35-54,Man,-1.181,1.0,0,1,255
R1358,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.245,3.0,0,1,136
R1359,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,2.056,4.0,0,1,260
R1360,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,1.451,3.0,0,1,176
R1361,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.905,3.0,0,1,225
R1362,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.565,5.0,0,1,210
R1363,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-1.756,2.0,0,1,237
R1364,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.681,3.0,0,1,301
R1365,Neutral,How likely are you to use the council's new online services?,35-54,Man,1.153,4.0,0,1,170
R1366,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Non-binary / self-describe,-1.458,3.0,0,1,348
R1367,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.918,2.0,0,1,363
R1368,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.161,2.0,0,1,306
R1369,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-2.278,2.0,0,1,203
R1370,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-1.937,3.0,0,1,231
R1371,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.744,2.0,0,1,187
R1372,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.755,3.0,0,1,256
R1373,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.294,3.0,0,1,239
R1374,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.484,2.0,0,1,216
R1375,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.219,4.0,0,1,127
R1376,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.381,4.0,0,1,178
R1377,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.096,3.0,0,1,413
R1378,Neutral,How likely are you to use the council's new online services?,55+,Man,-2.5,3.0,0,1,189
R1379,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.679,4.0,0,1,229
R1380,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-2.131,2.0,0,1,209
R1381,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.698,1.0,0,1,180
R1382,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.266,3.0,0,1,100
R1383,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-1.407,2.0,0,1,217
R1384,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.174,4.0,0,1,160
R1385,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.542,3.0,0,1,173
R1386,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.299,2.0,0,1,192
R1387,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.016,4.0,0,1,155
R1388,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.41,4.0,0,1,209
R1389,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.393,4.0,0,1,193
R1390,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-0.056,,1,1,292
R1391,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.98,2.0,0,1,356
R1392,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,1.133,5.0,0,1,237
R1393,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.265,3.0,0,1,252
R1394,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.175,2.0,0,1,231
R1395,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,0.399,4.0,0,1,203
R1396,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.891,1.0,0,1,153
R1397,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-0.1,4.0,0,1,231
R1398,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.129,5.0,0,1,434
R1399,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-2.3,3.0,0,1,251
R1400,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,0.459,3.0,0,1,307
R1401,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.346,4.0,0,1,175
R1402,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.897,5.0,0,0,141
R1403,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-1.32,4.0,0,1,163
R1404,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.424,,1,1,244
R1405,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.417,2.0,0,1,178
R1406,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.337,4.0,0,1,190
R1407,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.037,1.0,0,1,349
R1408,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.083,3.0,0,1,203
R1409,Neutral,How likely are you to use the council's new online services?,18-34,Man,-2.5,1.0,0,0,196
R1410,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.286,4.0,0,1,164
R1411,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,1.35,5.0,0,1,276
R1412,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.512,3.0,0,1,257
R1413,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.212,2.0,0,1,225
R1414,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.473,5.0,0,1,218
R1415,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.445,2.0,0,1,170
R1416,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-1.518,2.0,0,1,227
R1417,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.846,3.0,0,1,158
R1418,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.186,3.0,0,0,208
R1419,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,-1.618,4.0,0,1,138
R1420,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-1.305,1.0,0,1,247
R1421,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.249,,1,1,359
R1422,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,1.075,5.0,0,1,390
R1423,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.478,5.0,0,1,278
R1424,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.328,3.0,0,1,117
R1425,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.068,3.0,0,1,169
R1426,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.447,3.0,0,1,182
R1427,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.279,1.0,0,1,272
R1428,Neutral,How likely are you to use the council's new online services?,55+,Woman,-0.537,2.0,0,1,225
R1429,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-1.228,3.0,0,1,230
R1430,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,1.409,5.0,0,1,193
R1431,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-1.804,4.0,0,1,501
R1432,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.095,3.0,0,1,209
R1433,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-0.308,4.0,0,1,189
R1434,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.431,1.0,0,1,211
R1435,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-1.176,4.0,0,0,151
R1436,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.16,1.0,0,1,312
R1437,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,0.852,1.0,0,1,198
R1438,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.483,2.0,0,1,217
R1439,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.844,3.0,0,1,224
R1440,Neutral,How likely are you to use the council's new online services?,55+,Woman,1.594,,1,1,119
R1441,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-2.5,2.0,0,1,299
R1442,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,0.76,4.0,0,1,123
R1443,Neutral,How likely are you to use the council's new online services?,35-54,Man,-1.219,2.0,0,1,154
R1444,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.125,4.0,0,1,311
R1445,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.847,2.0,0,1,147
R1446,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.55,3.0,0,1,214
R1447,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.675,4.0,0,1,282
R1448,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-1.155,,1,1,210
R1449,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-1.24,3.0,0,1,283
R1450,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.456,4.0,0,1,194
R1451,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.166,1.0,0,1,199
R1452,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.646,4.0,0,1,211
R1453,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-1.359,1.0,0,1,202
R1454,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.147,2.0,0,1,233
R1455,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.01,1.0,0,1,268
R1456,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,-0.986,2.0,0,1,161
R1457,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.622,3.0,0,1,222
R1458,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.79,3.0,0,1,138
R1459,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.37,5.0,0,1,117
R1460,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-1.768,1.0,0,1,100
R1461,Neutral,How likely are you to use the council's new online services?,18-34,Woman,-0.072,3.0,0,1,347
R1462,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,1.116,4.0,0,1,256
R1463,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.004,4.0,0,0,228
R1464,Neutral,How likely are you to use the council's new online services?,55+,Man,0.291,5.0,0,1,308
R1465,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.741,1.0,0,1,208
R1466,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.896,2.0,0,1,473
R1467,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.979,4.0,0,1,273
R1468,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.37,3.0,0,1,274
R1469,Neutral,How likely are you to use the council's new online services?,35-54,Woman,0.539,2.0,0,1,196
R1470,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-0.336,3.0,0,1,331
R1471,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-0.224,3.0,0,1,224
R1472,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,-1.852,2.0,0,1,255
R1473,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.157,1.0,0,1,290
R1474,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.625,3.0,0,1,196
R1475,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,2.255,5.0,0,1,262
R1476,Neutral,How likely are you to use the council's new online services?,35-54,Man,-0.85,2.0,0,1,190
R1477,Neutral,How likely are you to use the council's new online services?,55+,Man,-0.884,2.0,0,1,162
R1478,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.842,3.0,0,1,163
R1479,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,-2.5,1.0,0,1,206
R1480,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,0.862,4.0,0,1,183
R1481,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,-0.197,2.0,0,1,245
R1482,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-1.269,3.0,0,1,213
R1483,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,-1.586,1.0,0,1,175
R1484,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.923,4.0,0,1,158
R1485,Neutral,How likely are you to use the council's new online services?,55+,Woman,-2.019,3.0,0,1,272
R1486,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,0.49,4.0,0,1,283
R1487,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.082,4.0,0,1,179
R1488,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Woman,-1.364,3.0,0,1,268
R1489,Neutral,How likely are you to use the council's new online services?,18-34,Woman,2.392,5.0,0,1,115
R1490,Neutral,How likely are you to use the council's new online services?,18-34,Woman,0.605,2.0,0,1,292
R1491,Neutral,How likely are you to use the council's new online services?,35-54,Man,-1.303,1.0,0,1,234
R1492,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Man,1.044,3.0,0,1,268
R1493,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,1.961,2.0,0,1,265
R1494,Neutral,How likely are you to use the council's new online services?,35-54,Woman,-0.692,4.0,0,1,310
R1495,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,0.799,3.0,0,1,161
R1496,Neutral,How likely are you to use the council's new online services?,18-34,Man,0.82,3.0,0,1,256
R1497,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Man,-0.714,4.0,0,1,283
R1498,Neutral,How likely are you to use the council's new online services?,35-54,Man,0.617,3.0,0,1,245
R1499,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.322,2.0,0,1,206
R1500,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Man,0.701,2.0,0,1,174
R1501,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Man,-1.156,1.0,0,1,207
R1502,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Man,-0.298,3.0,0,1,155
R1503,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.123,3.0,0,1,121
R1504,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.658,5.0,0,1,272
R1505,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,0.831,4.0,0,1,138
R1506,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.575,1.0,0,1,155
R1507,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.192,5.0,0,1,118
R1508,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",18-34,Woman,-0.193,3.0,0,1,168
R1509,Neutral,How likely are you to use the council's new online services?,55+,Man,-1.78,2.0,0,1,208
R1510,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",55+,Man,0.877,3.0,0,1,206
R1511,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",35-54,Woman,-0.367,3.0,0,1,255
R1512,Neutral,How likely are you to use the council's new online services?,18-34,Man,-0.443,3.0,0,1,316
R1513,Effort-framed,"How likely are you to use the council's new online services, even if setup takes a few minutes?",18-34,Woman,1.605,4.0,0,1,255
R1514,Neutral,How likely are you to use the council's new online services?,55+,Woman,0.016,4.0,0,1,262
R1515,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",35-54,Woman,0.67,3.0,0,1,157
R1516,Neutral,How likely are you to use the council's new online services?,18-34,Woman,1.446,4.0,0,1,237
R1517,Neutral,How likely are you to use the council's new online services?,18-34,Man,1.19,5.0,0,1,420
R1518,Benefit-framed,"How likely are you to use the council's new online services, which can save residents time?",55+,Woman,0.437,5.0,0,1,326
R1519,Neutral,How likely are you to use the council's new online services?,55+,Woman,-1.143,3.0,0,1,77
